onset	duration	trial_no	event_type	stim_id	response_time
0	33	1	rest		0.0
33	9	2	stimulus	4254680	0.0
42	9	3	stimulus	2480855	0.0
51	9	4	stimulus	4587559	0.0
60	9	5	stimulus	2439033	0.0
69	9	6	stimulus	2226429	0.0
78	9	7	stimulus	3837869	0.0
87	9	8	stimulus	3837869	0.0
96	9	9	stimulus	4313503	0.0
105	9	10	stimulus	3602883	0.0
114	9	11	stimulus	3665924	0.0
123	9	12	stimulus	1770393	0.0
132	9	13	stimulus	7734017	0.0
141	9	14	stimulus	3483823	0.0
150	9	15	stimulus	4146614	0.0
159	9	16	stimulus	4412416	0.0
168	9	17	stimulus	2346627	0.0
177	9	18	stimulus	4591713	0.0
186	9	19	stimulus	2841315	0.0
195	9	20	stimulus	3512147	0.0
204	9	21	stimulus	7756951	0.0
213	9	22	stimulus	3649909	0.0
222	9	23	stimulus	2802215	0.0
231	9	24	stimulus	4376876	0.0
240	9	25	stimulus	1664990	240.42813900000002
249	9	26	stimulus	3924679	0.0
258	9	27	stimulus	3924679	259.034288
267	9	28	stimulus	3815615	0.0
276	9	29	stimulus	2843158	0.0
285	9	30	stimulus	2068974	0.0
294	9	31	stimulus	4225987	0.0
303	9	32	stimulus	2799175	0.0
312	9	33	stimulus	2503517	0.0
321	9	34	stimulus	3209910	0.0
330	9	35	stimulus	3397947	0.0
339	9	36	stimulus	3400231	0.0
348	9	37	stimulus	3261776	0.0
357	9	38	stimulus	4154565	0.0
366	9	39	stimulus	4154565	0.0
375	9	40	stimulus	2814860	0.0
384	9	41	stimulus	4090263	0.0
393	9	42	stimulus	1970164	0.0
402	9	43	stimulus	3607659	0.0
411	9	44	stimulus	3607659	412.048014
420	9	45	stimulus	2769748	0.0
429	9	46	stimulus	3918737	0.0
438	9	47	stimulus	3918737	444.512745
447	9	48	stimulus	3085013	0.0
456	9	49	stimulus	11978233	0.0
465	9	50	stimulus	3038480	0.0
474	9	51	stimulus	3609235	0.0
483	9	52	stimulus	2974003	0.0
492	9	53	stimulus	3496296	0.0
501	9	54	stimulus	4477387	0.0
510	9	55	stimulus	3612010	0.0
519	9	56	stimulus	1768244	0.0
528	6	57	rest		0.0
